城市shapefile,City,Lat,Long,tarl_2011,trev_2011,dmarl_2011,dmrev_2011,inarl_2011,inrev_2011,CPIpy_2011,CPI11_2011,hprice_2011,emphotel_2011,GDP_2011,GDPpc_2011,slry_2011,pop_2011,area_2011,road_2011,terti_2011,invest_2011,forncap_2011,bus_2011,taxi_2011,hotel_2011,spot5A_2011,scenum_2011,subnum_2011,grnld_2011,tarl_2012,trev_2012,dmarl_2012,dmrev_2012,inarl_2012,inrev_2012,CPIpy_2012,CPI11_2012,hprice_2012,emphotel_2012,GDP_2012,GDPpc_2012,slry_2012,pop_2012,area_2012,road_2012,terti_2012,invest_2012,forncap_2012,bus_2012,taxi_2012,hotel_2012,spot5A_2012,scenum_2012,subnum_2012,grnld_2012,tarl_2013,trev_2013,dmarl_2013,dmrev_2013,inarl_2013,inrev_2013,CPIpy_2013,CPI11_2013,hprice_2013,emphotel_2013,GDP_2013,GDPpc_2013,slry_2013,pop_2013,area_2013,road_2013,terti_2013,invest_2013,forncap_2013,bus_2013,taxi_2013,hotel_2013,spot5A_2013,scenum_2013,subnum_2013,grnld_2013,tarl_2014,trev_2014,dmarl_2014,dmrev_2014,inarl_2014,inrev_2014,CPIpy_2014,CPI11_2014,hprice_2014,emphotel_2014,GDP_2014,GDPpc_2014,slry_2014,pop_2014,area_2014,road_2014,terti_2014,invest_2014,forncap_2014,bus_2014,taxi_2014,hotel_2014,spot5A_2014,scenum_2014,subnum_2014,grnld_2014,tarl_2015,trev_2015,dmarl_2015,dmrev_2015,inarl_2015,inrev_2015,CPIpy_2015,CPI11_2015,hprice_2015,emphotel_2015,GDP_2015,GDPpc_2015,slry_2015,pop_2015,area_2015,road_2015,terti_2015,invest_2015,forncap_2015,bus_2015,taxi_2015,hotel_2015,spot5A_2015,scenum_2015,subnum_2015,grnld_2015,tarl_2016,trev_2016,dmarl_2016,dmrev_2016,inarl_2016,inrev_2016,CPIpy_2016,CPI11_2016,hprice_2016,emphotel_2016,GDP_2016,GDPpc_2016,slry_2016,pop_2016,area_2016,road_2016,terti_2016,invest_2016,forncap_2016,bus_2016,taxi_2016,hotel_2016,spot5A_2016,scenum_2016,subnum_2016,grnld_2016,tarl_2017,trev_2017,dmarl_2017,dmrev_2017,inarl_2017,inrev_2017,CPIpy_2017,CPI11_2017,hprice_2017,emphotel_2017,GDP_2017,GDPpc_2017,slry_2017,pop_2017,area_2017,road_2017,terti_2017,invest_2017,forncap_2017,bus_2017,taxi_2017,hotel_2017,spot5A_2017,scenum_2017,subnum_2017,grnld_2017,tarl_2018,trev_2018,dmarl_2018,dmrev_2018,inarl_2018,inrev_2018,CPIpy_2018,CPI11_2018,hprice_2018,emphotel_2018,GDP_2018,GDPpc_2018,slry_2018,pop_2018,area_2018,road_2018,terti_2018,invest_2018,forncap_2018,bus_2018,taxi_2018,hotel_2018,spot5A_2018,scenum_2018,subnum_2018,grnld_2018,tarl_2019,trev_2019,dmarl_2019,dmrev_2019,inarl_2019,inrev_2019,CPIpy_2019,CPI11_2019,hprice_2019,emphotel_2019,GDP_2019,GDPpc_2019,slry_2019,pop_2019,area_2019,road_2019,terti_2019,invest_2019,forncap_2019,bus_2019,taxi_2019,hotel_2019,spot5A_2019,scenum_2019,subnum_2019,grnld_2019
普洱市,Puer,22.8309791860102,100.972569814727,5602.3,2976.882,5564.3,2880,38,15,100,1,2412.868633,.14,3011899,9773,26162.7,256.09,45385,196,34.13,3052431,2161,131,249,79,0,0,0,885,8235.1,5060.105625,8190.3,4980,44.8,12.69,102.6,1.026,2591.81415929,.14,3668537,14286,31369.93,257.5,45385,192,32.82,3332586,4980,131,249,85,0,0,0,952,11337.9,7071.5116,11284.8,6991,53.1,13,102.5,1.05165,3047.86434857,.12,4253900,16491,35300,258.4,45385,216,31.78,4272832,4043,141,249,86,0,0,0,966,13319.8,8937.059992799999,13125.6,8856.429599999999,194.2,13.126,101.8,1.0705797,,.11,4769455,18422,39277.16,259.4,45385,216,35.97,4175846,61,145,249,,0,0,0,977,15290.6,10752,15230.5,10565.148,60.1,30,101.3,1.0844972361,,.0875,5140121,19789,48977,260.5,44266.0888,215.5,37.35,4497526,148,145,324,,0,0,0,985,20730.422,16838.86548822,20656.2,16576.9503,74.22199999999999,39.4314,101.1,1.0964267056971,,.0915,5675400,21737,66033,261.7,44266,216,38.74,5021025,10203,159,399,,0,0,0,988,28968.29,27002.24767422,28876.1,26682.6654,92.19,47.3329,101.3,1.110680252871162,,.1033,6245900,23821,80910,262.7,44266,216,50.49,6113416,1088,187,399,,0,0,0,993,34872.763,35409.92334902,34758.1,34954.3994,114.663,68.8373,101.3,1.125119096158487,,.0822,6624768,25170,83510,263.7,44266,447,38.44,,9458,148,399,,0,0,0,1142,41262.3,44348.00000000001,41127.4,43754.72900000001,134.9,86,102.4,1.152121954466291,,.0512,8752848,33098,89834,265.2,44266,448.0000000000001,50.86,,720,177,489,,0,0,0,1144
景德镇市,Jingdezhen,29.2742477110409,117.184576446385,15352.5,8364.710660000001,15130,7900,222.5,71.95,100,1,3249.366785,.29,5647106,35421,29046.82,159.2814,5256,760.68,29.08,3944664,7358,440,595,26,0,1,0,3942,20074.8,12893.6375,19820,12400,254.8,78.2,102.7,1.027,3593.4864714,.23,6282524,39151,34034.43,159.6609,5261,760.88,32.71,4566908,11762,398,595,28,0,1,0,3942,22487.3,16219.671412,22220,15700,267.3,83.91,102.5,1.052675,3798.77693356,.27,6802800.000000001,42130,37323.55,159.9298,5261,807.6,34.03,5387200,14042,395,595,28,1,1,0,3886,25966.3,21202.47803936,25688.7,20660,277.6,88.3112,102.4,1.0779392,4162.53853,.2524,7382137,45438,41124.24,160.2685,5261,808,34.42,6225413,15507,492,772,27,1,1,0,3895,31216.812,27458.51750544,30988.3,26902,228.512,89.3516,101.7,1.0962641664,4024.408648,.23,7720556.999999999,47216,45372,160.6438,5261,807.7199999999999,35.91,6908760,17621,514,788,21,1,1,0,3924,37977.805,36511.01831883,37743.5,35967,234.305,81.9021,101.8,1.1159969213952,4320.226428,.2347,8495714,51561,49909,161.3609,5261,1282.73,37.1,7836443,18772,285,762,16,1,1,0,4200,41733.494,49272.44043752,41459.2,48617,274.294,97.07640000000001,102.3,1.14166485058729,4640.687163,.2348,8782500,52910,57191,161.6422,5262,1283.37,54.06,8893257,20463,296,762,16,1,1,0,4405,49533.9,61586.49593906,49309.5,60944,224.4,97.0919,101.54985361,1.159358984488218,6245.931098,.2401,8466000,50723,62975,161.7516,5262,1379.13,45.81,,22309,314,762,16,1,1,0,4475,55230.5,71857.1443522,55098.9,71473,131.6,55.6852,102.86746861,1.192603239445632,6246.73451289,.2361,9261100,55228,69628,161.7996,5262,1484.72,49.16,,23675,372,762,16,1,1,0,5033
曲靖市,Qujing,25.4964069315436,103.802434827946,7798.6,4658.7528,7781.3,4620,17.3,6,100,1,2583.351258,.22,12099332,20588,35888.95,589.89,28904,766,27.86,8777341,2801,555,1589,33,0,0,0,2183,8725.1,6413.9791875,8706.1,6370,19,6.967,102.3,1.023,2805.83906955,.7,14001655,23661,37294.77,593.6,28904,794,28.21,7838393,3956,579,1589,34,0,0,0,2392,10270.3,7573.361042640001,10250,7524,20.3,7.9702,103,1.05369,2867.2985782,.72,15839400,26599,40500,597.4,28905,780,28.81,10208337,5766,579,1589,32,0,0,0,1909,11292.7,9291.72711616,11271,9239.7148,21.7,8.4672,102.4,1.07897856,3673.855499100294,.72,16494046,27529,41677.27,600.9,28905,1016,30.3,11645360,6024,579,1259,,0,0,0,1926,13384.2,10523,13359.9,174.4876,24.3,11,101.8,1.09840017408,,.6994,16502574,27045,46684,604.72,28934.9053,1095.12,29.75,12059120,6536,461,1639,,0,0,0,2286,17299.388,15302.45965063,17275.7,15217.6501,23.688,12.7681,101.6,1.11597457686528,,.7267,17684100,29155,53270,608.4,28935,1186,31.41,17940049,7124,460,1639,,0,0,0,2748,26229.353,28119.92185438001,26197.7,28008.2194,31.653,16.5441,100.6,1.122670424326472,,.7611,19411200,31806,63591,612.2,28935,827,44.67,22448035,2345,481,1639,,0,0,0,2265,39268.742,43977.56336246,39235.6,43840.0346,33.142,20.7829,101.2,1.13614246941839,,.7329,20133556,32798,72248,615.5,28935,1595,43.5,,1454,545,1719,,0,0,0,3474,46766.29999999999,55965,46731.1,55709.75549999999,35.2,37,102.5,1.164546031153849,,.2047,26375925,42774,79179,617.77,28935,1613,45.3,,386,493,1719,,0,0,0,3765
朔州市,Shuozhou,39.3371083705417,112.439370939667,5419.9,4826.5831176,5369,4720,50.9,16.502,100,1,1971.890144,.34,8552006,49692,38683.27,170.2376,10674,624,36.37,4745733,11588,197,1012,10,0,0,0,1567,6812.380999999999,6477.57379375,6749.9,6338,62.481,22.1107,102.72476,1.0272476,2210.41244084,.13,10071198,58205,44777,168.6774,10674,645,35.76,5731427,13400,217,1123,7,0,0,0,1587,8934.860000000001,8409.151830680001,8865,8252,69.86,25.3749,102.93998,1.05744847399048,2865.60087983,.16,10264012,59003,47181,167.4342,10674,525,37.95,7747111,15420,251,994,7,0,0,0,1590,11487.895,10932.30034272,11482,10920,5.895,2.0024,101.91102703,1.07765660015676,3447.31985511,.1243,10034100,57368,50919,166.3394,10674,530,39.79,8152983,15420,243,1273,,0,0,0,1598,14163.333,13356.095211,14157.2,13343,6.133,2.1025,101.19085,1.090489873779727,3513.6316,.1182,9011301,51256,52012,165.1106,10625,674.92,48.75,9370608,7234,184,1273,,0,0,0,1600,17176.505,16071.54464431,17170.1,16057,6.405,2.1897,100.8212046,1.09944502678574,2982.394611,.1115,9180640,51753,51377,164.1779,10625,785,50.82,6376804,9833,260,1274,,0,0,0,1839,22146.606,20394.44946876,22139.9,20379,6.706,2.2882,101.07569914,1.111271747483647,3148.02346,.0785,9802230,55316,59831,163.2176,10625,785,59.19,2142410,2356,260,1274,,0,0,0,1839,29135.451,26124.24307004,29127.9,26108,7.551,2.4546,101.41317957,1.126976012786268,3125.55386245,.0318,10656332,59914,64854,161.5052,10625,785,56.33,,,270,1274,,0,0,0,2964,35390.048,31641.28833085,35382.4,31624,7.648,2.5061,102.6063759,1.156349243982311,3543.39108418,.0246,10566800,59269,69280,160.3543,10625,818,54.46,,4896,280,1274,,0,0,0,2917
朝阳市,Chaoyang,41.5798208647556,120.457499497932,13248.626,12939.267288,13232,12870,16.626,10.26,100,1,2268.504181,.11,8130202,26927,31402.30888895,,19698,443,27.76,5958805,14269,225,1971,20,0,0,0,1188,13971.073,14504.550625,13952.16,14430,19.073,11.80766158,103.34986383,1.0334986383,2497.68908407,.09,9206331,30764.68170426,36280.91714389,299.1,19731,385,28.24,7145666,18103,245,1971,12,0,0,0,1201,14332.268,18636.890596,14310.961,18546.63384744,21.268,14.0267988,102.44865259,1.058805429474348,2894.15621053,.13,10028600,33591,39091.07879957,298,19698,401,28.37,8203199,21020,243,1971,23,0,0,0,1306,16329.555,21126.416432,16311,21052.26517,18.555,12.43889816,101.54387544,1.075152066457388,3374.1745226,.1207,9935232,33379,40505.86680948,297.3,19698,421,35.82,8350033,25032,267,1971,21,0,0,0,1363,18996.005,12978.041852,18975.5299,12903.567,20.005,12.53,101.003411,1.085940260558949,3330.500078,.1043,8547329,28852,43950,295.2,19698,422.22,43.82,5001466,1387,289,1971,22,0,0,0,1406,21709.5,14674.822171,21689.03068,14589.51477,20.5,12.76807,101.03955639,1.097229221929172,3462.660815,.0673,7165334,24285,47846,294.9,19698,445.9,50.42,2439102,1337,283,1969,24,0,0,0,1410,24402.891,16498.043472,24382,16410,20.891,13.037,101.11811257,1.109497479781276,3091.325279,.0489,7627000,25862,52732,294.9,19698,572,61.88,2507981,6542,285,1968,21,0,0,0,1440,28388.1,19428.980852,28366.2,19308,22.1,17.983,102.91805468,1.141873222914515,3429.188664,.0609,8314000,28266,59534,293.4,19698,574,50.39,,5886,311,1968,20,0,0,0,1493,32334.8,22709.00195,32311.7,22581,22.8,18.6957,103.16220338,1.177981576564833,3956.54390089,.0743,8431000,28761,64331,292.9,19698,1407.62,47.51,,9713,313,1968,19,0,0,0,1750
本溪市,Benxi,41.4929164605529,123.692507124208,26068.217,22752.782892,25474,19960,594.217,432.09,100,1,3425.619835,.14,10445851,60552,36845.09776894,172.5103,8411,791,32.02,5771884,35214,688,3879,31,0,1,0,4924,29364.611,26791.42375,28785.62,23706,578.611,488.77873264,102.65294013,1.0265294013,3559.31585473,.14,11123567,64459,38765.70494759,172.6,8411,1015.87,33.94,7206786,46140,760,4004,24,0,1,0,23277,32780.822,31992.124752,32160.93,28984.55200195,619.822,486.36258033,102.23275792,1.049449317808654,3619.93806824,.16,11936600,69118,41277.14972701,172.8,8411,1024.03,35.1,8430476,51449,715,2724,24,0,1,0,23353,35576.97300000001,36795.50058,36663.5,36094.81497,123.973,114.8509824,101.35481471,1.063667411540321,3942.35955056,.1462,11712452,67879,40724.20764937,172.4,8411,1024,39.77,8852030,60084,831,3939,22,0,1,0,23480,30885.941,23550.62588,30812.69296,22834.23,72.941,115.7,100.79316259,1.07210402353068,3901.310867,.1408,11646927,67656,43269,171.9,8411,1041.84,42.81,5845316,9887,715,2744,23,1,1,0,23191,34985.825,26806.182628,34910.78112,26019.43729,74.825,118.3611,101.18689984,1.084828824470599,4224.265421,.1449,7667098,44745,46297,170.8,8411,1041.84,47.7,2349774,6076,785,2744,23,1,1,0,23191,38300.12,29295.95503,38224,28480,76.12,120.847,100.85388838,1.094092051745644,4011.528269,.1376,7770999.999999999,46050,50881,168.7,8414,1342.71,48.85,2104628,1337,716,2744,23,1,1,0,23211,42811.28199999999,32823.54315600001,42734,32010,77.282,122.941,101.88935209,1.114763302791824,4861.230017,.1274,8231000,48920,55841,167.8,8414,1381.82,48.46,,3587,691,2744,20,1,1,0,23225,49492.444,38928.025315,49414,38351,78.444,83.78700000000001,101.60963745,1.132706950392419,5408.80519501,.1009,7811000,46673,57489,166.9,8414,1392.42,45.59,,4341,643,2784,16,1,1,0,23242
来宾市,Laibin,23.7565467626072,109.2274581959,5827.63,3321.28496,5815.6,3287.6992,12.03,5.2,100,1,2150.289017,.03,4862126,23055,31104.24,211.82,13411,332.58,27.58,3548445,3506,382,370,17,0,0,0,930,7548,4193.32855,7533.5,4152.2973,14.5,6.5,102.6,1.026,2678.42907062,.04,5142945.122,24183.31705551,35113,213.5,13411,498.3,29.4,4801129,2418,182,370,18,0,0,0,1195,8576.748,5058.882832,8559.9,5015.4685,16.848,7.01,101.9698686,1.046210851836,2565.80607182,.05,5155700,24068.99932308,41100,214.9,13411,574.12,31.35,4104211,2260,247,370,18,0,0,0,1263,12187.6,7589.96307808,12169,7540,18.6,8.133599999999999,101.47586569,1.061651518843304,2325.93150169,.23,5512357,25563,43505.77,216.37,13411,622,34.39,4311816,842,374,565,22,0,0,0,1296,15414,10174.41490752,15393.9,10118.2173,20.1,9.0228,101.15757873,1.073940971012156,2286.585366,.288,5576985,25667,55665,209.37,13411,632.35,36.41,4490735,2966,374,714,20,0,0,0,1321,18087.886,13449.54986793,18066.3,13383,21.586,10.0191,101.9679786,1.095075899498307,2448.622955,.0391,5891113.725000001,26885,59982,209.11,13411,647.92,37.63,3709066,2382,487,726,17,0,0,0,1416,22626.4,18093.59462,22602.8,18020,23.6,10.9,101.38557039,1.110248946909782,2659.908562,.0364,6636929.000000001,30037,64152,208.82,13382,653.84,42.91,4321590,2053,509,758,14,0,0,0,1560,28325.2,24301.87896456,28300.2,24219,25,12.5244,101.93216836,1.131700825779206,3388.74680307,.0255,6924112.100000001,31102,69610,208.54,13382,830.89,41.64,,15,399,530,15,0,0,0,1629,35131.9,32610.42792285,35105.3,32514,26.6,13.9781,104.24850368,1.179781177009026,3831.36343738,.0223,6541500.000000001,29215,69576,208.15,13382,845.87,47.01,,1531,339,442,14,0,0,0,1728
杭州市,Hangzhou,30.2530829816934,120.215511803721,74873.14,119214.28148,71810,106380,3063.14,1987.1,100,1,12743.41308,10.03,71530334,80478,54408.46,873.8,16596,4900,49.27,31000218,472230,7543,10048,230,2,2,0,15898,85680.02500000001,153122.915625,82368.8,139225,3311.225,2201.65,102.5,1.025,13291.03227209,8.449999999999999,79685754,90862,56417,880.2,16571,5284,50.94,37227544,496061,7450,10344,217,3,2,0,30521,97251.458,160368.284736,94091.39999999999,146988,3160.058,2160.48,102.5,1.050625,14679.46732735,7.16,86399093,97925,63664,884.4,16571,5426,52.93,42638732,527633,8249,10904,208,3,2,0,30945,109325.637,188629.686108,106064.3,174390,3261.337,2318.11,102,1.0716375,14041.36952,6.8087,95022130,107152,70823.44,889.2,16596,5699,55.25,49527010,633460,8656,11913,199,3,2,0,31370,123415.619,220223.26046,120000,201970,3415.619,2930.65,101.8,1.090926975,14750.21679,6.3751,104952793,117200,77816,901.8,16596,6540.02,58.24,55563183,711253,8555,11963,186,3,2,31,33015,140632.3,257179.525312,137000,236260,3632.3,3149.44,102.6,1.11929107635,16213.27752,6.6701,117094540,128633,87153,918.8,16596,6931.999999999999,60.89,58424194,720915,8770,12209,173,3,2,62,34211,162866.3,304130.682148,158844,280210,4022.3,3542.86,102.5,1.14727335325875,21226.2611,6.8136,131607164,141088,96670,946.8,16596,8291,64.54000000000001,58566500,661001,9672,13233,143,3,2,69,44899,184035.063,358908.810962,179830,333560,4205.063,3830.63,102.3,1.173660640383701,24363.81293,7.4365,143067220,148456,106709,1125.4,16850,8840,63.9,,682658,10840,13714,145,3,2,69,46014,208133.143,400451.366115,207000,395370,1133.143,736.59,103.1,1.210044120235596,26521.0932,7.8082,153730458,152465,120308,1161.3,16850,9341,66.17,,612818,9744,13761,126,3,2,131,47304
松原市,Songyuan,45.1474041934138,124.831481875692,2922.7,3591.808843520001,2903.8,3534,18.9,8.9504,100,1,3833.480176,.24,13609668,46749,33697.57,292.14,21090,514,33.81,7614190,17805,514,2177,9,0,0,0,1647,3452.8,4584.9240625,3431,4520,21.8,10.285,102.3,1.023,3173.64341085,.23,16054206,55176,36498,289.79,21090,542,35.51,9669287,24052,546,2177,14,0,0,0,1737,4002.06,6062.87621944,3979.3,5992,22.76,11.4442,102.5,1.048575,3533.33333333,.23,16504848,57639,43308,282.96,21090,759,36.43,9882823,27680,546,2177,15,0,0,0,1825,4684.400000000001,7038.937668679999,4660.6,6968,23.8,11.5481,102,1.0695465,4726.11324093,.221,15962932,56868,44895.71,278.45,21089,875,37.46,11445246,31285,546,2177,,0,0,0,2149,5441.3,8825.10068,5416.5,8746,24.8,12.7,101.8,1.088798337,3879.742899,.2158,16373003,58841,48170,278.07,21089,928.4000000000001,38.52,12864514,35108,546,2177,,0,0,0,2066,6349.300000000001,11313.97228351,6323.7,11227,25.6,13.0937,101.3,1.102952715381,3899.441964,.1945,16516898,59413.30216,50592,278.37,21089,934,41.82,14157342,38557,498,2177,,0,0,0,2091,7338.391,14111.80962604,7312,14020,26.391,13.5978,101.8,1.122805864257858,3580.808081,.2122,13725133,49602,55434,275.41,21089,935.76,53.75,14169023,41701,474,2177,,0,0,0,2093,8155,16417.6436,8128,16325,27,14,101.7,1.141893563950241,3287.12667353,.1624,13736009,49912,63227,275,21089,678,58.63,,2365,386,2177,,0,0,0,2073,10831.5,18002.9587,10804,17905,27.5,14.2,102.7,1.172724690176898,4016.60659114,.1048,7297835.999999999,26559,71455,274.55,21170,726.25,53.99,,,474,2177,,0,0,0,2133
枣庄市,Zaozhuang,34.8159940484351,117.330541944838,11595.8,7683.0508056,11564,7620,31.8,9.762,100,1,3840.2935,.15,15616815,41719.84176,34977.84,,4563,1915.8,32.97,8237741,11970,1072,824,25,0,0,0,4417,13653.096,9647.061374999999,13612,9579,41.096,10.782,101.9,1.019,4287.14285714,.15,17029163.53,45262.03977,38990.98,377.2,4563,2351.42,33.98,10446177,14241,1138,834,19,0,0,0,5419,15490.073,11207.68764,15435,11160,55.073,7.7,101.8,1.037342,3519.23755736,.33,18306300,48346,42497,380.1,4563,2381,35.14,12382079,15850,1197,834,24,1,0,0,5497,17028.917,12790.1191052,17000,12740,28.917,8.159000000000001,101.9,1.057051498,3756.310321,.3371,19801306,51890,47189.31,383.1,4564,2410,38.21,14300088,10455,1211,834,,1,0,0,7043,18738.768,15304.83015468,18707.5,15260,31.268,7.1977,101,1.06762201298,3717.454456,.2906,20310028,52692,49673,387.8,4564,2481.09,39.72,16259257,9975,1476,834,,1,0,0,7179,20436.139,16431.78735271,20402.1,16378,34.039,8.0977,101.7,1.08577158720066,3886.568854,.2979,21593552.53,55414,53793,391.56,4563.5281,2564.72,41.19,17885072,10504,1997,833,,1,0,0,7276,22592.4,18871.5808176,22558,18816,34.4,8.231999999999999,101,1.096629303072667,4473.11917,.2524,23036737,58798,58353,392.03,4563.5281,2657.02,39.91,17975215,9015,1675,834,,1,0,0,7318,24822.034,21844.755458,24786.2,21794,35.834,7.67,101.7,1.115272001224902,5251.1039518,.2056,24023800,61226,63410,392.73,4563.5281,2786.06,42.7,,10760,1658,834,,1,0,0,7327,27120,24538.4729673,27076,24495,44,6.3018,102.9,1.147614889260425,6380.89674006,.1643,16939100,43100,70788,393.3,4564,2804.48,47.11,,14482,1568,834,,1,0,0,7353
柳州市,Liuzhou,24.3319613868524,109.434421946345,15302.258,11971.5198028,15196.3,11738.1569,105.958,36.131,100,1,3938.957476,.54,15797154,41832,38226.64,379.39,18617,1587.28,27.86,12511616,35142,1033,1751,35,0,0,0,6442,19178.76,15366.9574375,19041,15066.4534,137.76,47.6046,103.9950875,1.039950875,4292.93672222,.88,18206066.025,47794.9858901,39148,382.5,18616.54,1593.04,28.88,16152208,35474,1033,1861,39,0,0,0,6738,22830.594,18591.6771934,22663.2,18227.3653,167.394,58.8245,101.85868989,1.059280336774592,4911.9893929,.51,20100542.873,52341.75606622,44862,385.6,18596.6397,1806.99,28.65,15221226,36544,1149,1869,45,0,0,0,7442,26228.4,23313.73004932,26054.3,22909,174.1,65.8869,102.63021974,1.087141737294375,5865.20586956,.4902,22085074,57049,51720.59,388.65,18597,1894,33.45,17654893,9986,1003,2079,47,0,0,0,7573,29192.6,28553.87493232,29011.4,28102.0369,181.2,72.5448,101.66200974,1.105210138855813,6031.497102,.4251,22986169,58869,54223,394.32,18597,1962.75,36.11,20505482,1614,1300,2379,46,0,0,0,7746,33161.369,35677.19027717,32972.6,35148.3443,188.769,79.61790000000001,101.7943422,1.125041390775982,6477.988005,.393,24769400,62855,60228,399.2,18597,2121.23,37.75,23386111,2777,1308,2182,48,0,0,0,7962,40388.2,44987.92215882,40187.8,44349,200.4,94.62990000000001,101.25640001,1.139176410922195,7125.029582,.3963,27556400,69249,64958,404.12,18597,2426.4,39.98,26971964,67893,1385,2056,40,0,0,0,9294,53601.90000000001,60622.116888,53360,59814,241.9,122.12,102.51981596,1.167881559937168,7639.65436306,.4175,30536457.39,75945,72014,408.56,18597,2958.32,40.93,,80442,1274,2398,38,0,0,0,9581,70029.10000000001,82402.6799266,69766.5,81475,262.6,134.4756,103.05946341,1.203612468935583,7872.13216101,.4447,31283500,77056,77035,412.28,18597,3243.92,43.25,,9937,1206,2998,36,0,0,0,10317
株洲市|株洲市,Zhuzhou,27.8335676390164,113.140470797764,18555.352,11499.46776628,18460,11300,95.352,30.8831,100,1,3414.830157,.52,15642651,40431,38503.22,388.08,11248,1714,31.03,8490458,49140,1406,1955,36,0,0,0,4885,22405.62018481,14016.48566561688,22298.18918481,13780.65476224,107.431,37.35935103,101.2,1.012,3610.98395515,.58,17613222,45235,43307.29274385,385.94,11247,1737.6,31.44,10534569,58227,1349,2827,39,0,1,0,4892,26343.7592225,17057.09912540596,26215.9162225,16751.45443194,127.843,49.35165883,103.1,1.043372,3957.21,.54,19494300,49723,46319.09756045,387.27,11262,1837,31.96,15053294,69316,1162,1995,40,0,1,0,5232,30545.15798033,20074.73854483255,30413.97198033,19740.21698103,131.186,54.45750534,102.2,1.066326184,3949.83,1.1439,21610147,54741,52135.26,387.02,11272,2012.42,33.04,18370955,82403,1256,2006,42,0,1,0,5342,37491.99201,25614.24063526716,37394.10401,25444.52148,97.88800000000001,27.24923821,101.7,1.084453729128,3884.57,.5196,23351075,58661,57584,388.32,11272,2123.82,35.05,19421056,94175,1462,2796,39,0,1,0,5413,45573.90698,39335.96761558522,45515.40598,39225.95564,58.501,16.56233166,101.8,1.103973896252304,3899.55,.509,24884500,62081,59423,388.51,11307,2135.73,39.1,23458016,105130,1174,2155,37,0,1,0,5658,54183.98844,54007.67578582279,54111.55444,53855.64406,72.434,22.51721405,101.8,1.123845426384845,4696.88,.4929,25300100,62953,61418,388.76,11248,2399.7,52.97,26226661,112542,1369,3009,28,0,1,0,5799,59638.37304,60142.16460473896,59563.00604,59973.318,75.367,25.51555063,101.9,1.145198489486158,5914.59,.435,26315000,65442,76936,388.95,11248,2436.51,49.28,,135412,1473,3008,22,0,1,0,5894,64659.29106,63819.43767761585,64599.25206,63674.41523,60.039,21.0223161,102.9,1.178409245681256,6111.44,.3838,30018500,74617.51341643999,81646,390.05,11248,2529.85,47.41,,153591,1444,2215,19,1,1,0,5090
桂林市,Guilin,25.2428857248726,110.203545374579,27881.735,21926.591032,26237.8,17821.1194,1643.935,635.64,100,1,3759.6634,.97,13275663,27843,34081.66,478.82,27809,754.1,35,11401970,3453,885,1930,69,2,1,0,2507,32926.541,27683.72153124999,31102.4,23047.8108,1824.141,734.4017,103.4872998,1.034872998,3975.43538038,.9399999999999999,14850211.684,30849.24941709,37037,483.9,27809,780.3,34.73,13361781,4178,755,1930,70,3,1,0,2514,35841.742,34847.63880000205,33905.2,29462.6118,1936.542,869.50639411,102.47396171,1.060475359717649,4282.01846355,1.15,16579048.406,34113.61928806,42257,488.05,27809,879.51,34.11,13084622,5047,1090,2677,70,3,1,0,2529,40744.8,47982.53966988,38711.6,42030,2033.2,969.0271,102.02375264,1.081936757806484,4498.67799531,.9883999999999999,18270531,37288,46673.51,491.91,27809,976,34.97,15368807,14487,766,1932,69,3,1,0,2555,44699.5,51472.68756776899,42536.1,45351.3298,2163.4,982.8138475,101.85301053,1.101985159856579,4583.371305,.9088000000000001,19429668,39329,53925,486,27809,1264.84,36.16,18373233,65252,728,1994,51,3,1,0,3755,53858.747,63733.1873294,51525.5,55880.8064,2333.247,1182.178,102.31285661,1.127472496467541,4782.867766,.8038,20548216,41216,59129,487.92,27667,1343.69,37.8,21316230,16137,761,2143,67,3,1,0,3914,82327.89999999999,97176.20731514,79838.89999999999,88289,2489,1316.2723,101.61818099,1.145717042072857,5409.763194,.6947,20451800,40632,65694,489.95,27667,1501.07,59.67,22342400,4179,774,2249,58,4,1,0,3975,109153.096,139175.48622276,106406.1,129089.13,2746.996,1524.2174,102.15432855,1.170399551412448,5832.20617803,.6836,19011200,39507,73226,491.53,27667,1782.16,49.32,,5014,937,1824,64,4,1,0,4186,138336.603,187401.843063,135190.7,173174.6664,3145.903,2062.358,103.44923909,1.210769430248951,6287.86163522,.6234,21055600,41294,78252,492.63,27667,1669.72,54.31,,6272,1118,2205,,4,1,0,4984
